Scanned At,File Name,Extension,Folder Path,Current Size (MB),Version Count,Versions Size (MB),Total Size (MB)
"2026-03-31 18:16:54","Slide2.JPG","jpg","/sites/H6323_SPOF/Shared Documents/12.06.24","0.124","0","0.000","0.124"
"2026-03-31 18:16:54","Slide4.JPG","jpg","/sites/H6323_SPOF/Shared Documents/12.06.24","0.073","0","0.000","0.073"
"2026-03-31 18:16:55","Invoice China Bamboo period 17-21 Dec 23.20.12.23.pdf","pdf","/sites/H6323_SPOF/Shared Documents/14-23 Dec 23 China Bamboo","0.083","0","0.000","0.083"
"2026-03-31 18:16:55","Receipt bamboo deposit 2,679,480 nett.pdf","pdf","/sites/H6323_SPOF/Shared Documents/14-23 Dec 23 China Bamboo","0.291","0","0.000","0.291"
"2026-03-31 18:16:55","Accommodation - China Bamboo 01.pdf","pdf","/sites/H6323_SPOF/Shared Documents/14-23 Dec 23 China Bamboo","0.318","0","0.000","0.318"
"2026-03-31 18:16:55","Hotel Rooming List Format-16.12.23.updatedI.xls","xls","/sites/H6323_SPOF/Shared Documents/14-23 Dec 23 China Bamboo","1.109","0","0.000","1.109"
"2026-03-31 18:16:55","slip pay in for deposit bamboo.jpg","jpg","/sites/H6323_SPOF/Shared Documents/14-23 Dec 23 China Bamboo","0.058","0","0.000","0.058"
"2026-03-31 18:16:55","Deposit - China Bamboo.pdf","pdf","/sites/H6323_SPOF/Shared Documents/14-23 Dec 23 China Bamboo","0.056","0","0.000","0.056"
"2026-03-31 18:16:55","Invoice China Bamboo period 17-21 Dec 23.19.12.23.xls","xls","/sites/H6323_SPOF/Shared Documents/14-23 Dec 23 China Bamboo","0.557","8","4.449","5.005"
"2026-03-31 18:16:55","Invoice China Bamboo period 17-21 Dec 23.19.12.23.pdf","pdf","/sites/H6323_SPOF/Shared Documents/14-23 Dec 23 China Bamboo","0.083","1","0.083","0.166"
"2026-03-31 18:16:55","Folio accommodation - China Bamboo.pdf","pdf","/sites/H6323_SPOF/Shared Documents/14-23 Dec 23 China Bamboo","0.091","0","0.000","0.091"
"2026-03-31 18:16:55","Welcome friut - China Bamboo.pdf","pdf","/sites/H6323_SPOF/Shared Documents/14-23 Dec 23 China Bamboo","0.061","2","0.118","0.179"
"2026-03-31 18:16:55","Floor plan 7th floor at Siam Pikanate (2).jpg","jpg","/sites/H6323_SPOF/Shared Documents/24 Aug-7 Sep 23 World Scholar's","0.144","0","0.000","0.144"
"2026-03-31 18:16:55","for outside (1).jpg","jpg","/sites/H6323_SPOF/Shared Documents/24 Aug-7 Sep 23 World Scholar's","0.175","0","0.000","0.175"
"2026-03-31 18:16:55","Equipment Siam Pic for WSC(1).pdf","pdf","/sites/H6323_SPOF/Shared Documents/24 Aug-7 Sep 23 World Scholar's","0.663","0","0.000","0.663"
"2026-03-31 18:16:55","Summary menu and details for WSC period 31Aug-6 Sep.xls","xls","/sites/H6323_SPOF/Shared Documents/24 Aug-7 Sep 23 World Scholar's","0.196","0","0.000","0.196"
"2026-03-31 18:16:55","Summary details for WSC period 25 Aug-6 Sep 23_28.8.23_.xls","xls","/sites/H6323_SPOF/Shared Documents/24 Aug-7 Sep 23 World Scholar's","0.208","2","0.414","0.622"
"2026-03-31 18:16:55","Bangkok August Global Round Schedule - Final.pdf","pdf","/sites/H6323_SPOF/Shared Documents/24 Aug-7 Sep 23 World Scholar's","0.180","0","0.000","0.180"
"2026-03-31 18:16:55","Coupon Bangkok for 1st Global Round.pdf","pdf","/sites/H6323_SPOF/Shared Documents/24 Aug-7 Sep 23 World Scholar's","0.123","0","0.000","0.123"
"2026-03-31 18:16:55","Floor plan 7th floor at Siam Pikanate_Pullman (1).jpg","jpg","/sites/H6323_SPOF/Shared Documents/24 Aug-7 Sep 23 World Scholar's","0.148","0","0.000","0.148"
"2026-03-31 18:16:55","for outside (2).jpg","jpg","/sites/H6323_SPOF/Shared Documents/24 Aug-7 Sep 23 World Scholar's","0.167","0","0.000","0.167"
"2026-03-31 18:16:55","Electric city Siam.xls","xls","/sites/H6323_SPOF/Shared Documents/24 Aug-7 Sep 23 World Scholar's","0.725","1","0.725","1.450"
"2026-03-31 18:16:55","Floor Plan World Scholar 24 Aug. - 6 Sep 23.pptx","pptx","/sites/H6323_SPOF/Shared Documents/24 Aug-7 Sep 23 World Scholar's","4.347","7","31.283","35.630"
"2026-03-31 18:16:55","Digital signage World Scholar's Cup.pptx","pptx","/sites/H6323_SPOF/Shared Documents/24 Aug-7 Sep 23 World Scholar's","0.565","0","0.000","0.565"
"2026-03-31 18:16:55","Bangkok September Global Round - Final.pdf","pdf","/sites/H6323_SPOF/Shared Documents/24 Aug-7 Sep 23 World Scholar's","0.179","0","0.000","0.179"
"2026-03-31 18:16:55","Invoice AMEX co HP GM160 27 Nov -1 Dec 23.xls","xls","/sites/H6323_SPOF/Shared Documents/27 Nov - 1 Dec 23 Hewlett Packard","0.544","8","4.448","4.993"
"2026-03-31 18:16:55","Invoice AMEX co HP GM160 27 Nov -1 Dec 23.pdf","pdf","/sites/H6323_SPOF/Shared Documents/27 Nov - 1 Dec 23 Hewlett Packard","0.084","0","0.000","0.084"
"2026-03-31 18:16:55","Hewlett Packard Accom folio (8) .pdf","pdf","/sites/H6323_SPOF/Shared Documents/27 Nov - 1 Dec 23 Hewlett Packard","0.557","0","0.000","0.557"
"2026-03-31 18:16:55","PM 9127 Accom folio .pdf","pdf","/sites/H6323_SPOF/Shared Documents/27 Nov - 1 Dec 23 Hewlett Packard","0.161","0","0.000","0.161"
"2026-03-31 18:16:55","HPE APAC Storage Bootcamp - Rooming List1.xlsx","xlsx","/sites/H6323_SPOF/Shared Documents/27 Nov - 1 Dec 23 Hewlett Packard","0.035","3","0.106","0.141"
"2026-03-31 18:16:55","Invoice AMEX co HP GM160 27 Nov -1 Dec 23_27.11.23.pdf","pdf","/sites/H6323_SPOF/Shared Documents/27 Nov - 1 Dec 23 Hewlett Packard","0.084","1","0.084","0.168"
"2026-03-31 18:16:55","PM 9127 deposit.pdf","pdf","/sites/H6323_SPOF/Shared Documents/27 Nov - 1 Dec 23 Hewlett Packard","0.056","0","0.000","0.056"
"2026-03-31 18:16:55","PM 9127 BQ folio.pdf","pdf","/sites/H6323_SPOF/Shared Documents/27 Nov - 1 Dec 23 Hewlett Packard","0.056","0","0.000","0.056"
"2026-03-31 18:16:56","Accor Singapore.pptx","pptx","/sites/H6323_SPOF/Shared Documents/Accor Singapore","19.490","0","0.000","19.490"
"2026-03-31 18:16:56","Signed_VNT LIMO 19_JULY_2024.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Air busan","0.837","0","0.000","0.837"
"2026-03-31 18:16:56","Air Busan Workflow  2024.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Air busan","1.628","0","0.000","1.628"
"2026-03-31 18:16:56","BX WINTER 2024 SCHEDULE INFORMATION.msg","msg","/sites/H6323_SPOF/Shared Documents/Air busan","0.738","0","0.000","0.738"
"2026-03-31 18:16:56","Signed_Air Busan Year 24-26 Pullman King Power.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Air busan","1.391","0","0.000","1.391"
"2026-03-31 18:16:56","Open House MICE Showcase-Opening New 2nd floor and Premier Deluxe DRAFT Plan as of Jul 23..pptx","pptx","/sites/H6323_SPOF/Shared Documents/ALL HOD","25.367","0","0.000","25.367"
"2026-03-31 18:16:56","Dev and DTS Conference program (13_Mar_2023) (V.A).pptx","pptx","/sites/H6323_SPOF/Shared Documents/Amp","3.069","0","0.000","3.069"
"2026-03-31 18:16:56","UPDATE CONTRACT - Accor Singapore (19-22 Mar 2023).pdf","pdf","/sites/H6323_SPOF/Shared Documents/Amp","3.769","0","0.000","3.769"
"2026-03-31 18:16:57","10-11 Room-B2026 under refurbishment GDW V.2 UPDATE ACT SEP.xlsx","xlsx","/sites/H6323_SPOF/Shared Documents/BUDGET RM","0.646","0","0.000","0.646"
"2026-03-31 18:16:58","set menu tenshino .docx","docx","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.021","0","0.000","0.021"
"2026-03-31 18:16:58","Tenshino Izakaya.docx","docx","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.020","0","0.000","0.020"
"2026-03-31 18:16:58","2023 Tenshino Izakaya Update 6 June 2023.xls","xls","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.362","0","0.000","0.362"
"2026-03-31 18:16:58","2023 VVIP Tenshino 260423  2 .docx","docx","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.024","0","0.000","0.024"
"2026-03-31 18:16:58","TENSHINO-MENU-DEC-2022.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Chef Pan","6.887","0","0.000","6.887"
"2026-03-31 18:16:58","Tenshino food 6 6 23.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Chef Pan","11.122","0","0.000","11.122"
"2026-03-31 18:16:58","2023 Tenshino Izakaya Update 8 June 2023.xls","xls","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.398","0","0.000","0.398"
"2026-03-31 18:16:58","a la carte menu TENSHINO 260423   2 .docx","docx","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.042","0","0.000","0.042"
"2026-03-31 18:16:58","361. Tenshino buffet 21092023.doc","doc","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.103","0","0.000","0.103"
"2026-03-31 18:16:58","Tenshino Menu 23 update 25 Apr 2023.xls","xls","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.620","0","0.000","0.620"
"2026-03-31 18:16:58","2023 Tenshino 4 Course Feb-Mar 23 Update 17-01-2023.xls","xls","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.362","0","0.000","0.362"
"2026-03-31 18:16:58","360.VIP  2 Tenshino-cuisine .doc","doc","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.097","0","0.000","0.097"
"2026-03-31 18:16:58","a la carte menu TENSHINO 260423  .docx","docx","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.028","0","0.000","0.028"
"2026-03-31 18:16:58","Document.docx","docx","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.019","0","0.000","0.019"
"2026-03-31 18:16:58","2023 updated Menu TENSHINO  by chef DO 210423_.docx","docx","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.031","0","0.000","0.031"
"2026-03-31 18:16:58","1. Tenshino buffet menu 210923doc"," tenshino buffet menu 210923doc","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.082","0","0.000","0.082"
"2026-03-31 18:16:58","2023 Tenshino Izakaya Update 11 June 2023.xls","xls","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.380","0","0.000","0.380"
"2026-03-31 18:16:58","Tenshino Menu 23 update 10-5-2023.xls","xls","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.610","0","0.000","0.610"
"2026-03-31 18:16:58","TAPAS-MENU.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Chef Pan","2.825","0","0.000","2.825"
"2026-03-31 18:16:58","2023 updated Menu TENSHINO  by chef 100523_.docx","docx","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.031","0","0.000","0.031"
"2026-03-31 18:16:58","361.VIP Tenshino - cuisine  250823 .doc","doc","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.224","0","0.000","0.224"
"2026-03-31 18:16:58","Copy of Tenshino FB menu item request form.xlsx","xlsx","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.044","0","0.000","0.044"
"2026-03-31 18:16:58","MenuTenshino 260423  .docx","docx","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.033","0","0.000","0.033"
"2026-03-31 18:16:58","Tenshino Izakaya 12items.docx","docx","/sites/H6323_SPOF/Shared Documents/Chef Pan","0.020","0","0.000","0.020"
"2026-03-31 18:16:58","Chinese Language & Service Training.pptx","pptx","/sites/H6323_SPOF/Shared Documents/Chinese Language & Service Training","0.216","0","0.000","0.216"
"2026-03-31 18:16:59","23.09.25.pptx","pptx","/sites/H6323_SPOF/Shared Documents/Currency Exchange Rate","1.289","2","2.781","4.071"
"2026-03-31 18:16:59","23.09.25.png","png","/sites/H6323_SPOF/Shared Documents/Currency Exchange Rate","0.109","0","0.000","0.109"
"2026-03-31 18:16:59","Quotation Cha Enrich DESON- Banquet Equipment.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.921","0","0.000","0.921"
"2026-03-31 18:16:59","CD986100","cd986100","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.955","0","0.000","0.955"
"2026-03-31 18:16:59","New OPE  2 floor .xlsx","xlsx","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","40.096","0","0.000","40.096"
"2026-03-31 18:16:59","Quo.ISR (Thailand) Co.,Ltd. Equipment for project.13.5.2025.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","2.205","0","0.000","2.205"
"2026-03-31 18:16:59","Quo.Chair Maker Co., Ltd. - Banquet Chair.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.129","0","0.000","0.129"
"2026-03-31 18:16:59","Revise Quo.K5-Banquet Chair-17.06.2025.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.206","0","0.000","0.206"
"2026-03-31 18:16:59","Quo.BLUE SQUARE GROUP LTD.Silverware1.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.170","0","0.000","0.170"
"2026-03-31 18:16:59","23768100","23768100","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.750","0","0.000","0.750"
"2026-03-31 18:16:59","(June 25) Compare of Project Renovation Fl.2-W-AA-H6323-FB8.xlsx","xlsx","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","37.973","0","0.000","37.973"
"2026-03-31 18:16:59","(June 25) Compare of Project Renovation Fl.2-W-AA-H6323-FB8-2.xlsx","xlsx","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","40.102","0","0.000","40.102"
"2026-03-31 18:16:59","Quo.Thai Pro Group - Dance floor.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.110","0","0.000","0.110"
"2026-03-31 18:16:59","Revise Quo.Cha Enrich - Kitchen Buffet (DESON- Live cooking station - Final) .msg","msg","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.625","0","0.000","0.625"
"2026-03-31 18:16:59","Quo.Ocean Glass Public Co., Ltd.Glassware.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.074","0","0.000","0.074"
"2026-03-31 18:16:59","Quo.CHA ENRICH CO., LTD. - DESON - Full covered BQ Chair and Steel chair.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.327","0","0.000","0.327"
"2026-03-31 18:16:59","Quotation from ITALASIA_Request quotation Equipment for project -Pullman King Power Bangkok.xlsx","xlsx","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","23.259","0","0.000","23.259"
"2026-03-31 18:16:59","Revise Quo.Cha Enrich - DESON - BQ Steel Chair.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.329","0","0.000","0.329"
"2026-03-31 18:16:59","Quo.Keith & Kym Concepts Co., Ltd. Kitchenware+glassware+chinaware 16.5.2025.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","1.076","0","0.000","1.076"
"2026-03-31 18:16:59","Quo.CHA ENRICH CO., LTD. Otherware.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.420","0","0.000","0.420"
"2026-03-31 18:16:59","Quotation Flat 1 Royal Porcelain Public co.,ltd.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","3.474","0","0.000","3.474"
"2026-03-31 18:16:59","Quo.BLUE SQUARE GROUP LTD.Silverware.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.135","0","0.000","0.135"
"2026-03-31 18:16:59","(May 25) Compare of Silverware  Chinaware  Glassware  Other ware  Kitchenware for Project Renovation Fl.2).xlsx","xlsx","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","31.964","0","0.000","31.964"
"2026-03-31 18:16:59","Royal PAod จานๆๆ.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.468","0","0.000","0.468"
"2026-03-31 18:16:59","Quo.Italasia Trading dance floor from SICO brand.msg","msg","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.439","0","0.000","0.439"
"2026-03-31 18:16:59","Revise Quo.K5-Banquet Chair Types 1 & Round Table Dia 183cm.msg","msg","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.962","0","0.000","0.962"
"2026-03-31 18:16:59","Quo. Loyal Rakewood - Cooking Station.xlsx","xlsx","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","27.111","0","0.000","27.111"
"2026-03-31 18:16:59","Quo.Evergreen Intertrade Co., Ltd.Silverware Otherware.xls","xls","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","7.331","0","0.000","7.331"
"2026-03-31 18:16:59","Quotation ITALASIA - Glassware REVISED.pdf","pdf","/sites/H6323_SPOF/Shared Documents/Compare quotation for new project meeting room Fl.2","0.164","0","0.000","0.164"
